instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
57681.0,João Gilberto,Desafinado,44.0,0.8290000000000001,0.501,119467.0,0.316,2.59e-06,G#,0.1159999999999999,-12.616,Minor,0.0441,?,4-Apr,0.795,Jazz
78828.0,Morcheeba,Trigger Hippie,38.0,0.0758,0.628,332760.0,0.625,0.645,F,0.48,-9.224,Minor,0.0465,172.15400000000002,4-Apr,0.148,Jazz
48300.0,Nina Simone,"No Woman, No Cry [Outtake]",44.0,0.472,0.607,195933.0,0.381,2.43e-05,A,0.105,-10.821,Major,0.0735,167.42,4-Apr,0.703,Jazz
91628.0,Ruth Cameron,A Sunday Kind Of Love,52.0,0.937,0.502,292973.0,0.178,5.69e-05,A#,0.128,-12.033,Major,0.0497,?,3-Apr,0.292,Jazz
57772.0,Jeff Beck,Cause We've Ended as Lovers,54.0,0.144,0.5489999999999999,342067.0,0.294,0.7979999999999999,C,0.108,-13.181,Minor,0.0337,115.29899999999999,4-Apr,0.146,Jazz
73717.0,The Modern Jazz Quartet,J. B. Blues,37.0,0.482,0.6659999999999999,311989.0,0.157,5.56e-06,F,0.12,-21.071,Minor,0.0385,116.64200000000001,4-Apr,0.514,Jazz
48119.0,Maria Augusta,Smoke Gets In Your Eyes (Bossa Version),50.0,0.917,0.652,204307.0,0.233,0.000419,F,0.0848,-14.186,Major,0.0306,140.017,4-Apr,0.352,Jazz
64290.0,Jordan Rakei,Goodbyes,43.0,0.158,0.68,296187.0,0.509,0.836,A#,0.107,-10.146,Minor,0.0364,160.012,4-Apr,0.518,Jazz
57514.0,Jamie Cullum,Love Is In The Picture,63.0,0.72,0.52,218142.0,0.306,0.0,D,0.0901,-9.679,Major,0.141,141.491,4-Apr,0.3,Jazz
57334.0,Nikki Yanofsky,One Day,39.0,0.96,0.479,268625.0,0.146,2.11e-06,F,0.1159999999999999,-9.482,Major,0.0331,123.634,4-Apr,0.12,Jazz
29010.0,Booker Ervin,Mojo,35.0,0.64,0.477,477693.0,0.301,6.3e-06,G,0.0881,-15.635,Major,0.0351,174.859,4-Apr,0.519,Jazz
86647.0,Ibrahim Ferrer,"Ay, Candela",33.0,0.672,0.679,203013.0,0.5379999999999999,0.0155,A,0.054,-12.26,Minor,0.0465,107.30799999999999,4-Apr,0.935,Jazz
36515.0,empty_field,London in the rain,39.0,0.0149,0.6459999999999999,214973.0,0.898,0.885,G,0.225,-9.979,Major,0.0434,90.01299999999999,4-Apr,0.38,Jazz
39799.0,John Coltrane,Syeeda's Song Flute,37.0,0.6759999999999999,0.597,425627.0,0.1969999999999999,0.0168,A#,0.128,-16.144000000000002,Minor,0.0516,93.37100000000001,4-Apr,0.41,Jazz
34810.0,Marc Johnson,Swept Away,52.0,0.949,0.37,378520.0,0.115,0.933,E,0.33,-24.572,Minor,0.0313,102.334,4-Apr,0.1889999999999999,Jazz
48696.0,Charlie Parker,Billie's Bounce - Original,31.0,0.92,0.523,192186.0,0.33,0.0103,C,0.0808,-10.549,Minor,0.0435,159.94899999999998,4-Apr,0.7070000000000001,Jazz
41520.0,Axian,Hol It Down,37.0,0.1119999999999999,0.496,169498.0,0.8140000000000001,5.52e-06,D#,0.476,-6.806,Minor,0.589,152.224,4-Apr,0.8240000000000001,Jazz
75960.0,Norah Jones,Toes,46.0,0.866,0.539,226600.0,0.325,0.00518,G,0.12,-11.041,Major,0.0321,80.222,4-Apr,0.411,Jazz
30502.0,empty_field,Harlem Romance,25.0,0.00483,0.628,294219.0,0.489,0.907,F,0.107,-11.908,Major,0.102,80.051,4-Apr,0.208,Jazz
46166.0,Brass Construction,Movin’,38.0,0.0505,0.6679999999999999,519373.0,0.735,0.7879999999999999,A,0.0424,-12.577,Minor,0.0473,121.686,4-Apr,0.94,Jazz
77900.0,Cheo Feliciano,Anacaona,51.0,0.442,0.535,253253.0,0.701,0.0052,F,0.0645,-7.862,Minor,0.0361,97.69200000000001,4-Apr,0.945,Jazz
21048.0,B-Side,Dignity,37.0,0.143,0.731,190710.0,0.2,0.89,B,0.12,-15.669,Major,0.0659,145.88299999999998,4-Apr,0.455,Jazz
52607.0,Nick Hakim,Green Twins,39.0,0.0404,0.436,216733.0,0.6990000000000001,0.000216,C#,0.11,-6.671,Minor,0.0411,79.89699999999999,4-Apr,0.1009999999999999,Jazz
87018.0,Aretha Franklin,My Way,1.0,0.624,0.6,243667.0,0.363,0.0033,D,0.122,-12.743,Major,0.047,97.178,3-Apr,0.243,Jazz
84893.0,Dean Martin,Sway (Quien Sera) - Remastered,35.0,0.764,0.606,162347.0,0.292,2.02e-06,G,0.0804,-10.007,Minor,0.0352,120.085,4-Apr,0.5710000000000001,Jazz
20527.0,The Skatalites,Street Corner,46.0,0.376,0.8640000000000001,183577.0,0.528,0.7759999999999999,C,0.31,-8.645,Major,0.106,121.75299999999999,4-Apr,0.81,Jazz
40844.0,Suff Daddy,Macrowave,38.0,0.238,0.852,223146.0,0.299,0.0315,D,0.113,-9.073,Minor,0.17,140.032,4-Apr,0.519,Jazz
68418.0,Chris Standring,Soul Express,31.0,0.8640000000000001,0.696,278667.0,0.4,0.8170000000000001,C,0.103,-9.791,Major,0.0581,98.0,4-Apr,0.632,Jazz
24956.0,Etta James,Anything To Say You're Mine,37.0,0.8079999999999999,0.245,157560.0,0.371,1.08e-06,F,0.307,-7.88,Major,0.039,185.96,3-Apr,0.387,Jazz
44603.0,Abbey Lincoln,Do Nothing 'Til You Hear From Me,44.0,0.721,0.423,136360.0,0.27,0.0,G,0.2189999999999999,-9.9,Major,0.0263,74.03699999999999,4-Apr,0.365,Jazz
38017.0,Skinshape,Don't Call My Name,48.0,0.156,0.677,249847.0,0.565,0.74,E,0.108,-8.057,Minor,0.0361,90.023,4-Apr,0.54,Jazz
61702.0,Nubiyan Twist,Figure Numatic,46.0,0.1889999999999999,0.76,370611.0,0.675,0.0203,F,0.109,-6.276,Major,0.0745,97.021,4-Apr,0.417,Jazz
49521.0,Summers Sons,079 (FloFilz Remix),45.0,0.59,0.5379999999999999,117547.0,0.5660000000000001,2.71e-05,G,0.1159999999999999,-8.368,Major,0.268,?,4-Apr,0.432,Jazz
39195.0,DJ Vadim,Maximum (Bassnectar & ill.Gates Remix),37.0,0.00934,0.8140000000000001,266739.0,0.732,0.0533,A#,0.0688,-6.565,Minor,0.281,?,4-Apr,0.598,Jazz
73832.0,Camp Lo,Short Eyes,43.0,0.0186,0.722,-1.0,0.88,0.0,C#,0.093,-5.978,Minor,0.248,94.42399999999999,4-Apr,0.5870000000000001,Jazz
51338.0,Chris Standring,The Revisit (feat. Bob James),31.0,0.715,0.607,-1.0,0.52,0.845,D,0.314,-9.567,Minor,0.0252,89.992,4-Apr,0.488,Jazz
54861.0,Tommy Emmanuel,Deep River Blues,31.0,0.618,0.687,207588.0,0.337,5.36e-05,F#,0.0987,-10.435,Major,0.035,81.531,4-Apr,0.6920000000000001,Jazz
74716.0,Tony Allen,Go Back (feat. Damon Albarn),49.0,0.0568,0.6779999999999999,243787.0,0.905,0.0239,G,0.24,-5.526,Minor,0.0784,?,4-Apr,0.898,Jazz
87556.0,Lemon Jelly,Nice Weather for Ducks,43.0,0.021,0.573,368000.0,0.969,0.927,G,0.119,-4.092,Major,0.0433,133.54,4-Apr,0.775,Jazz
32550.0,Michael Franks,St. Elmo's Fire,45.0,0.594,0.659,239440.0,0.316,0.248,D,0.105,-14.401,Minor,0.0299,?,4-Apr,0.64,Jazz
22916.0,The Jones Girls,Nights Over Egypt,50.0,0.501,0.752,279800.0,0.36,0.289,A,0.106,-14.317,Minor,0.0334,?,4-Apr,0.636,Jazz
81180.0,Jon Batiste,St James Infirmary,28.0,0.514,0.374,327453.0,0.493,0.0286,C#,0.0917,-9.087,Minor,0.0616,91.995,4-Apr,0.36,Jazz
48691.0,Makaya McCraven,Young Genius,36.0,0.3,0.478,332227.0,0.362,0.503,F,0.0794,-12.692,Minor,0.047,?,4-Apr,0.511,Jazz
26918.0,Blue Six,Music And Wine,39.0,0.00181,0.409,430359.0,0.868,0.0763,B,0.0511,-7.056,Minor,0.124,187.079,4-Apr,0.858,Jazz
45447.0,Etta James,Anything to Say You're Mine,41.0,0.8029999999999999,0.242,157560.0,0.362,0.0,F,0.226,-8.042,Major,0.038,183.545,3-Apr,0.405,Jazz
76233.0,Rosemary Clooney,Mambo Italiano (with The Mellomen) - 78rpm Version,49.0,0.777,0.5920000000000001,149560.0,0.522,0.0,D,0.2189999999999999,-9.922,Minor,0.217,150.452,4-Apr,0.8079999999999999,Jazz
42118.0,Diana Krall,Stop This World,43.0,0.6759999999999999,0.626,-1.0,0.2769999999999999,8.08e-06,F,0.133,-12.83,Minor,0.0512,113.2,1-Apr,0.363,Jazz
33244.0,El Gran Combo De Puerto Rico,Brujeria,54.0,0.565,0.795,205813.0,0.623,1.09e-05,G,0.062,-5.375,Major,0.0461,93.03,4-Apr,0.96,Jazz
72565.0,empty_field,Canción Y Danza VI,54.0,0.925,0.42,314573.0,0.109,0.948,G#,0.1119999999999999,-24.353,Minor,0.0417,114.01299999999999,4-Apr,0.119,Jazz
90651.0,Perry Como,Here We Come a-Caroling / We Wish You a Merry Christmas,53.0,0.944,0.5770000000000001,98267.0,0.246,0.0,G#,0.126,-11.543,Major,0.1009999999999999,?,3-Apr,0.691,Jazz
62406.0,Roberta Flack,Will You Still Love Me Tomorrow,39.0,0.975,0.3289999999999999,247227.0,0.0222,0.000345,A,0.0717,-25.0,Major,0.0323,91.249,4-Apr,0.072,Jazz
84589.0,Roberta Flack,For All We Know,38.0,0.975,0.2289999999999999,-1.0,0.0723,0.000176,A,0.087,-17.46,Major,0.0402,79.303,4-Apr,0.0738,Jazz
27075.0,Robert Glasper,Move Love - feat. KING; Alternate Version,32.0,0.652,0.304,202896.0,0.551,0.000419,C#,0.13,-12.323,Major,0.0861,98.302,4-Apr,0.157,Jazz
22290.0,Hidden Orchestra,Overture,30.0,0.0715,0.395,-1.0,0.643,0.917,C,0.113,-14.165,Minor,0.0428,?,4-Apr,0.103,Jazz
37243.0,Ray Charles,I've Got a Woman,67.0,0.833,0.556,171467.0,0.61,2.22e-06,A,0.258,-4.729,Major,0.213,199.373,4-Apr,0.665,Jazz
54957.0,People Under The Stairs,Graffiti on a High School Wall,44.0,0.165,0.8440000000000001,236768.0,0.7070000000000001,0.0,B,0.664,-8.422,Minor,0.158,99.01100000000001,4-Apr,0.7170000000000001,Jazz
33280.0,Thievery Corporation,Radio Retaliation,41.0,0.0577,0.784,-1.0,0.763,0.00185,G,0.7140000000000001,-6.6160000000000005,Major,0.282,76.668,4-Apr,0.809,Jazz
63791.0,Norah Jones,It Was You,59.0,0.677,0.455,330678.0,0.187,0.0524,C,0.111,-12.773,Major,0.0328,118.934,4-Apr,0.0792,Jazz
26819.0,Donny Hathaway,"Love, Love, Love",56.0,0.6829999999999999,0.497,204056.0,0.636,0.0,G#,0.228,-8.71,Major,0.0723,93.777,4-Apr,0.69,Jazz
76881.0,The Mills Brothers,How'm I Doin'? (Hey! Hey!),48.0,0.969,0.621,149200.0,0.17,0.000118,G,0.105,-17.399,Major,0.0954,107.85700000000001,4-Apr,0.46,Jazz
39319.0,George Duke,Dukey Stick,28.0,0.088,0.772,368987.0,0.708,3.35e-06,B,0.242,-9.184,Minor,0.1639999999999999,?,4-Apr,0.7829999999999999,Jazz
42182.0,Jim Snidero,I Fall in Love Too Easily,42.0,0.96,0.424,-1.0,0.0301,0.0299,C,0.21,-15.316,Minor,0.0483,67.541,4-Apr,0.349,Jazz
78496.0,Stacey Kent,Landslide,45.0,0.957,0.528,-1.0,0.258,0.00259,C,0.102,-11.567,Major,0.0331,139.254,4-Apr,0.342,Jazz
25605.0,Kamasi Washington,Fists of Fury,41.0,0.284,0.4,583174.0,0.889,0.78,D#,0.0885,-8.315,Minor,0.1,103.52799999999999,4-Apr,0.5529999999999999,Jazz
65201.0,BADBADNOTGOOD,Hedron,52.0,0.132,0.43,351876.0,0.639,0.942,D#,0.196,-8.125,Minor,0.0401,151.437,4-Apr,0.171,Jazz
24240.0,Kelsea Ballerini,Miss Me More - Recorded at Sound Stage Studios Nashville,55.0,0.135,0.6829999999999999,193115.0,0.6759999999999999,0.0,A,0.126,-7.26,Minor,0.0588,96.044,4-Apr,0.643,Jazz
63119.0,Green Assassin Dollar,Days.,52.0,0.883,0.6609999999999999,124173.0,0.7120000000000001,0.742,D#,0.125,-4.899,Minor,0.0958,97.645,5-Apr,0.603,Jazz
73909.0,Miles Davis Quintet,My Funny Valentine,51.0,0.925,0.535,358200.0,0.118,0.00198,C,0.118,-15.496,Minor,0.0442,69.976,4-Apr,0.248,Jazz
71081.0,Jamie Berry,Grandiose - Original Mix,41.0,0.501,0.7829999999999999,208800.0,0.48,0.534,G,0.143,-6.91,Major,0.285,199.85,3-Apr,0.778,Jazz
32828.0,TesseracT,Survival,41.0,0.000538,0.53,265039.0,0.883,3.5100000000000006e-05,F#,0.32,-7.806,Major,0.0428,134.941,3-Apr,0.37,Jazz
37650.0,A Tribe Called Quest,Show Business,47.0,0.255,0.8859999999999999,233440.0,0.591,0.0,A#,0.213,-12.323,Minor,0.254,101.62299999999999,4-Apr,0.828,Jazz
56176.0,Kamasi Washington,Cherokee,38.0,0.728,0.637,494460.0,0.622,0.154,A#,0.1009999999999999,-10.24,Major,0.108,90.27,4-Apr,0.613,Jazz
62980.0,Omaure,Airtime,57.0,0.4539999999999999,0.634,70506.0,0.65,0.947,F,0.103,-13.163,Major,0.123,177.87400000000002,4-Apr,0.774,Jazz
63539.0,Louis Armstrong,Mack The Knife,39.0,0.6759999999999999,0.492,206333.0,0.3939999999999999,7.02e-06,C,0.787,-13.238,Major,0.467,185.00900000000001,4-Apr,0.815,Jazz
24233.0,Miles Davis,Stella By Starlight,55.0,0.912,0.485,284560.0,0.144,0.0001139999999999,A#,0.0965,-12.824000000000002,Major,0.0362,86.14299999999999,4-Apr,0.246,Jazz
69889.0,Dean Martin,"Hey Brother, Pour The Wine",41.0,0.932,0.482,-1.0,0.326,0.0,C,0.11,-10.664,Major,0.0382,116.315,4-Apr,0.479,Jazz
53557.0,Tommy Guerrero,Highway Hustle,43.0,0.69,0.718,-1.0,0.6970000000000001,0.754,D,0.0916,-7.487,Minor,0.036,112.896,4-Apr,0.9,Jazz
20064.0,BADBADNOTGOOD,Mind Playing Tricks,37.0,0.0932,0.518,157624.0,0.868,3.78e-05,A,0.1119999999999999,-6.497000000000001,Minor,0.2739999999999999,188.41299999999998,4-Apr,0.62,Jazz
59506.0,"Earth, Wind & Fire",September,79.0,0.114,0.6970000000000001,214827.0,0.809,0.000521,A,0.183,-8.197000000000001,Major,0.0302,?,4-Apr,0.98,Jazz
54633.0,MF Eistee,Braz,44.0,0.141,0.623,120000.0,0.497,0.8759999999999999,E,0.128,-9.689,Minor,0.0609,87.845,4-Apr,0.968,Jazz
66935.0,empty_field,Shine,31.0,0.1369999999999999,0.6609999999999999,302293.0,0.504,0.945,D,0.0761,-10.116,Minor,0.0286,106.777,4-Apr,0.8420000000000001,Jazz
79369.0,Nightmares On Wax,Tomorrow,40.0,0.357,0.8079999999999999,270053.0,0.516,0.336,C#,0.104,-10.182,Minor,0.3339999999999999,87.478,4-Apr,0.501,Jazz
48355.0,Digable Planets,Blowing Down,32.0,0.0393,0.895,231200.0,0.379,0.632,A#,0.111,-15.812,Minor,0.273,95.495,4-Apr,0.551,Jazz
82561.0,Rodney Hunter,Physical,42.0,0.00525,0.6890000000000001,326547.0,0.7390000000000001,0.128,A#,0.38,-5.882000000000001,Minor,0.0412,107.98700000000001,4-Apr,0.752,Jazz
26429.0,Anita Baker,Good Love,49.0,0.501,0.542,333533.0,0.581,0.0,G,0.129,-8.558,Minor,0.0502,146.063,4-Apr,0.452,Jazz
57207.0,Jamiroquai,Summer Girl,50.0,0.00265,0.703,331800.0,0.769,0.00141,C,0.0387,-7.319,Major,0.0752,113.984,4-Apr,0.655,Jazz
57375.0,Dean Martin,All I Do Is Dream Of You - Remastered,39.0,0.5820000000000001,0.579,166067.0,0.1159999999999999,0.0556,A,0.0995,-16.017,Major,0.0347,107.72,4-Apr,0.481,Jazz
88417.0,Madeleine Peyroux,Tango Till They’re Sore,47.0,0.968,0.639,204267.0,0.193,0.00162,D#,0.111,-12.132,Minor,0.0621,95.139,4-Apr,0.405,Jazz
65150.0,Annella,Married Man,37.0,0.0841,0.563,209110.0,0.931,0.0,D,0.276,-3.12,Minor,0.0726,135.951,4-Apr,0.503,Jazz
67688.0,Gotan Project,Diferente,51.0,0.00963,0.762,279880.0,0.74,0.0832,E,0.0774,-6.896,Minor,0.0356,115.02,4-Apr,0.376,Jazz
35268.0,Meshuggah,New Millennium Cyanide Christ,40.0,0.000241,0.377,335667.0,0.964,0.00211,A#,0.131,-5.182,Minor,0.124,149.872,4-Apr,0.166,Jazz
46882.0,Torcuato Mariano,Last Look,33.0,0.41,0.622,276107.0,0.424,0.441,C,0.091,-11.361,Major,0.0371,91.006,4-Apr,0.191,Jazz
56703.0,Erin Boheme,Let's Make The Most Of A Beautiful Thing,49.0,0.926,0.303,279347.0,0.216,0.00213,C#,0.158,-11.973,Major,0.0301,109.665,4-Apr,0.109,Jazz
78661.0,Four Tet,Angel Echoes,42.0,0.514,0.6509999999999999,239433.0,0.529,0.0187,G,0.738,-8.597999999999999,Minor,0.0357,114.99799999999999,3-Apr,0.154,Jazz
31281.0,McCoy Tyner Trio,Blues Stride,32.0,0.977,0.5529999999999999,215693.0,0.246,0.855,F,0.104,-14.47,Major,0.0557,126.306,4-Apr,0.472,Jazz
36499.0,De-Phazz,The Mambo Craze,43.0,0.381,0.8109999999999999,248227.0,0.861,0.00103,F,0.6609999999999999,-8.642999999999999,Minor,0.0411,127.956,4-Apr,0.866,Jazz
90052.0,Thelonious Monk,Five Spot Blues,35.0,0.401,0.536,194067.0,0.288,0.00941,F,0.1009999999999999,-15.904000000000002,Minor,0.045,167.27599999999998,4-Apr,0.688,Jazz
76111.0,Quincy Jones,"Maybe God Is Tryin' To Tell You Somethin' - From ""The Color Purple"" Soundtrack",33.0,0.522,0.364,278427.0,0.799,0.0,C#,0.602,-10.667,Major,0.246,134.31,4-Apr,0.4429999999999999,Jazz
75799.0,TesseracT,Of Reality - Eclipse,37.0,0.00158,0.349,303147.0,0.956,0.00504,C#,0.501,-6.332000000000001,Major,0.0734,120.09200000000001,3-Apr,0.411,Jazz
51748.0,Pete Rock,For The People,37.0,0.346,0.7290000000000001,272507.0,0.4479999999999999,0.909,G#,0.144,-8.155,Minor,0.177,179.99200000000002,4-Apr,0.5920000000000001,Jazz
69966.0,The Contortionist,Monochrome (Passive),40.0,0.00337,0.196,297933.0,0.597,0.858,A,0.1159999999999999,-7.192,Major,0.0351,166.429,5-Apr,0.0351,Jazz
55353.0,Groove Armada,Jb and the Drive - Reboot's Heavy Traffic Rework,43.0,0.0014199999999999,0.795,490596.0,0.847,0.885,A#,0.123,-9.164,Minor,0.0669,126.016,4-Apr,0.272,Jazz
80459.0,Kiefer,Highway 46,33.0,0.626,0.69,-1.0,0.807,0.898,E,0.0974,-6.952000000000001,Minor,0.0923,93.98,4-Apr,0.603,Jazz
43991.0,Ella Fitzgerald,Nature Boy,43.0,0.911,0.518,-1.0,0.0478,0.000741,G,0.113,-24.344,Minor,0.0404,98.34200000000001,1-Apr,0.281,Jazz
88992.0,Brad Mehldau Trio,Bee Blues,40.0,0.804,0.573,402013.0,0.271,0.8,F#,0.0877,-16.137999999999998,Major,0.0489,130.623,4-Apr,0.4639999999999999,Jazz
45297.0,Mestís,El Mestizo,36.0,7.88e-06,0.5529999999999999,224869.0,0.7559999999999999,0.856,B,0.0699,-5.976,Major,0.0341,115.06700000000001,4-Apr,0.331,Jazz
88268.0,Ray Charles,"What'd I Say, Pt. I & II",60.0,0.8079999999999999,0.54,307053.0,0.6809999999999999,0.0,E,0.162,-5.44,Major,0.0508,88.385,4-Apr,0.794,Jazz
38620.0,Guts,Good Morning,51.0,0.129,0.815,145334.0,0.462,0.0384,F#,0.113,-11.514,Minor,0.0644,83.965,4-Apr,0.8079999999999999,Jazz
57317.0,Nat King Cole,Acercate Mas (Come Closer To Me),38.0,0.823,0.5479999999999999,168827.0,0.256,1.4e-05,D#,0.1009999999999999,-14.527,Major,0.0374,100.806,4-Apr,0.5479999999999999,Jazz
89039.0,The Meters,Chug Chug Chug-A-Lug (Push and Shove),38.0,0.324,0.742,-1.0,0.6920000000000001,0.7879999999999999,F,0.18,-13.81,Major,0.0813,86.965,4-Apr,0.6890000000000001,Jazz
58045.0,Blu & Exile,The Only One,36.0,0.228,0.609,215234.0,0.815,0.0,C#,0.184,-7.122000000000001,Major,0.322,94.03299999999999,4-Apr,0.657,Jazz
38420.0,Glenn Miller,Pennsylvania 6-5000,44.0,0.889,0.7070000000000001,192240.0,0.2789999999999999,0.3879999999999999,C#,0.153,-12.738,Major,0.14,146.2,4-Apr,0.516,Jazz
82445.0,Alice Coltrane,Om Supreme,36.0,0.882,0.352,-1.0,0.0433,0.938,A#,0.0985,-24.963,Major,0.0309,66.54899999999999,4-Apr,0.0645,Jazz
50343.0,empty_field,In Time,37.0,0.432,0.616,296093.0,0.34,0.0593,G,0.1119999999999999,-11.831,Major,0.0261,61.923,4-Apr,0.215,Jazz
22958.0,Nat King Cole,I'm Gonna Sit Right Down (And Write Myself A Letter),38.0,0.562,0.428,156547.0,0.408,0.0,D#,0.0482,-10.242,Major,0.0413,125.90100000000001,4-Apr,0.695,Jazz
90133.0,Bobby Lyle,Rain Walkin,26.0,0.297,0.812,317493.0,0.7559999999999999,0.852,C,0.352,-8.267000000000001,Major,0.0291,123.041,4-Apr,0.965,Jazz
28785.0,Eddie Palmieri,Tirandote Flores II,40.0,0.313,0.612,330827.0,0.679,0.0014,F,0.0351,-5.636,Minor,0.0447,142.137,4-Apr,0.8420000000000001,Jazz
77928.0,Blockhead,The Music Scene,52.0,0.619,0.69,289573.0,0.6559999999999999,0.364,G,0.115,-10.46,Major,0.0753,?,4-Apr,0.611,Jazz
20208.0,Havana Swing,Tchavolo Swing,40.0,0.759,0.78,153067.0,0.594,0.84,A,0.108,-3.937,Major,0.0448,118.74700000000001,4-Apr,0.7809999999999999,Jazz
33048.0,Bill Evans Trio,"Solar - Live At The Village Vanguard, NYC; 6/25/1961",34.0,0.8290000000000001,0.441,534787.0,0.281,0.894,F,0.68,-20.118,Minor,0.0516,116.551,4-Apr,0.444,Jazz
69836.0,Deca,Sailboats and Trains,34.0,0.0762,0.67,216682.0,0.7909999999999999,0.0,A#,0.228,-5.048,Minor,0.396,78.961,4-Apr,0.66,Jazz
63005.0,Maple Syrup,Tokyo,33.0,0.888,0.634,159196.0,0.376,0.8959999999999999,E,0.0984,-10.897,Minor,0.0459,84.994,4-Apr,0.3989999999999999,Jazz
51480.0,A Tribe Called Quest,Keeping It Moving,43.0,0.0858,0.902,218533.0,0.431,1.23e-06,F#,0.053,-9.903,Minor,0.456,93.617,4-Apr,0.833,Jazz
47478.0,Herbie Hancock,Tell Me A Bedtime Story,31.0,0.713,0.3979999999999999,301867.0,0.527,0.934,E,0.119,-16.590999999999998,Minor,0.0297,118.50399999999999,4-Apr,0.353,Jazz
79081.0,Coleman Hawkins,Sweet Loraine,40.0,0.951,0.529,262493.0,0.384,0.914,A,0.187,-8.98,Minor,0.0378,92.652,4-Apr,0.7929999999999999,Jazz
22729.0,Koop,Come to Me,38.0,0.418,0.5760000000000001,-1.0,0.728,0.031,G,0.106,-6.425,Minor,0.039,174.725,4-Apr,0.7609999999999999,Jazz
43554.0,Bob James,Maputo,48.0,0.0773,0.701,408467.0,0.513,0.8809999999999999,G,0.113,-14.369000000000002,Minor,0.034,90.883,4-Apr,0.74,Jazz
91539.0,Bonobo,Days To Come,50.0,0.32,0.601,229520.0,0.5579999999999999,0.375,E,0.0732,-8.353,Minor,0.0441,92.948,4-Apr,0.416,Jazz
37604.0,Fourplay,My Love's Leavin' (feat. Michael McDonald),42.0,0.1989999999999999,0.6970000000000001,311333.0,0.365,0.00162,G#,0.0603,-10.979,Major,0.0474,83.98100000000001,4-Apr,0.433,Jazz
43215.0,Jimmy Durante,The Song's Gotta Come from the He - Remastered,2.0,0.8270000000000001,0.563,-1.0,0.677,1.26e-05,C#,0.305,-9.531,Major,0.5529999999999999,125.789,3-Apr,0.4479999999999999,Jazz
32756.0,Gramatik,Afternoon Soul,44.0,0.0947,0.625,255978.0,0.715,0.225,C,0.0812,-5.742999999999999,Major,0.138,91.884,4-Apr,0.591,Jazz
29308.0,Devin Townsend Project,Secret Sciences,43.0,0.0002379999999999,0.536,448235.0,0.922,0.496,B,0.122,-6.135,Major,0.0465,107.007,4-Apr,0.431,Jazz
37858.0,"Earth, Wind & Fire",In the Stone,57.0,0.0964,0.6559999999999999,288480.0,0.662,0.000612,E,0.0853,-10.345999999999998,Major,0.0493,114.61200000000001,4-Apr,0.7170000000000001,Jazz
46769.0,Romare,Rainbow,42.0,0.3229999999999999,0.807,311142.0,0.506,0.7609999999999999,G#,0.283,-10.902,Major,0.0563,119.99799999999999,4-Apr,0.544,Jazz
86515.0,The Rosenberg Trio,Manha de Carnaval,39.0,0.923,0.648,311853.0,0.432,0.898,A,0.0946,-13.206,Minor,0.0404,138.966,4-Apr,0.519,Jazz
43011.0,Emancipator,The Key,36.0,0.178,0.542,331253.0,0.88,0.8759999999999999,A,0.125,-6.966,Minor,0.0448,138.014,4-Apr,0.255,Jazz
76453.0,Kelsea Ballerini,Lost In Japan - Recorded at Sound Stage Studios Nashville,53.0,0.76,0.622,199914.0,0.503,0.0,C,0.434,-8.783,Major,0.122,?,4-Apr,0.58,Jazz
50099.0,Atlantic Five Jazz Band,The Things We Do For Love,47.0,0.967,0.304,195320.0,0.308,0.8440000000000001,F,0.102,-13.107,Major,0.0362,87.095,4-Apr,0.186,Jazz
22193.0,Abstract Orchestra,ALL CAPS,37.0,0.0233,0.419,275051.0,0.5760000000000001,0.738,C#,0.466,-8.68,Major,0.0317,?,3-Apr,0.498,Jazz
69576.0,GoldFish,Get busy living (feat. Emily Bruce),41.0,0.0993,0.723,340987.0,0.688,0.00347,C#,0.102,-7.14,Major,0.0303,127.008,4-Apr,0.684,Jazz
90696.0,Stan Getz,Corcovado (Quiet Nights Of Quiet Stars),32.0,0.956,0.547,140840.0,0.151,0.000102,A,0.128,-15.735,Minor,0.0453,128.868,4-Apr,0.3879999999999999,Jazz
53292.0,El Gran Combo De Puerto Rico,El Barbero Loco,34.0,0.439,0.611,270827.0,0.835,0.447,A#,0.0749,-5.12,Major,0.0467,108.82799999999999,4-Apr,0.963,Jazz
87358.0,Wilczynski,Wine in Paradise,42.0,0.67,0.6729999999999999,144000.0,0.415,0.963,C,0.235,-10.937,Minor,0.0351,140.433,4-Apr,0.496,Jazz
48781.0,Nujabes,The Sign (feat. Pase Rock),44.0,0.774,0.5479999999999999,289800.0,0.8490000000000001,3.03e-06,E,0.408,-7.287000000000001,Minor,0.457,71.081,4-Apr,0.585,Jazz
42619.0,Flughand,Feblu,64.0,0.897,0.769,93635.0,0.2769999999999999,0.862,A#,0.118,-8.375,Major,0.095,80.95100000000001,4-Apr,0.6409999999999999,Jazz
30946.0,empty_field,Beat laments the world,46.0,0.409,0.578,263373.0,0.638,0.892,C#,0.1119999999999999,-9.134,Major,0.0596,92.542,4-Apr,0.757,Jazz
30693.0,Ahmad Jamal Trio,Stolen Moments,28.0,0.8909999999999999,0.521,392027.0,0.268,0.901,G#,0.103,-17.378,Major,0.0324,117.65,4-Apr,0.173,Jazz
